doi,given_name,family_name
10.1093/ofid/ofab256,Jane,Blood
10.1093/ofid/ofab256,Sydney M,Miles
10.1093/ofid/ofab256,Eric M,Ransom
10.1093/ofid/ofab256,Robert F,Potter
10.1093/ofid/ofab256,Joseph P,Gaut
10.1093/ofid/ofab256,Kenneth E,Remy
10.1093/ofid/ofab256,Richard S,Hotchkiss
10.1016/j.jcf.2023.02.003,Gina,Hong
10.1016/j.jcf.2023.02.003,Scott G,Daniel
10.1016/j.jcf.2023.02.003,Jung-jin,Lee
10.1016/j.jcf.2023.02.003,Kyle,Bittinger
10.1016/j.jcf.2023.02.003,Laurel,Glaser
10.1016/j.jcf.2023.02.003,Lisa M.,Mattei
10.1016/j.jcf.2023.02.003,Daniel J.,Dorgan
10.1016/j.jcf.2023.02.003,Denis,Hadjiliadis
10.1016/j.jcf.2023.02.003,Steven M.,Kawut
10.1016/j.jcf.2023.02.003,Ronald G.,Collman
10.1128/mSphere.00166-19,Johnathan,Yockey
10.1128/mSphere.00166-19,Luke,Andres
10.1128/mSphere.00166-19,Moleigh,Carson
10.1128/mSphere.00166-19,Jeramia J.,Ory
10.1128/mSphere.00166-19,Amy J.,Reese
10.1093/femsyr/foab066,J Carl,Schultz
10.1093/femsyr/foab066,Mingfeng,Cao
10.1093/femsyr/foab066,Andrea,Mejia
10.1093/femsyr/foab066,Huimin,Zhao
10.1038/s41598-022-25303-1,Manon A.,Morin
10.1038/s41598-022-25303-1,Anneliese J.,Morrison
10.1038/s41598-022-25303-1,Michael J.,Harms
10.1038/s41598-022-25303-1,Rachel J.,Dutton
10.1094/PDIS-04-22-0916-PDN,J. F.,Willbur
10.1094/PDIS-04-22-0916-PDN,E. M.,Schlachter
10.1094/PDIS-04-22-0916-PDN,M.,Satoh-Cruz
10.1094/PDIS-04-22-0916-PDN,S.,Ruth
10.1094/PDIS-04-22-0916-PDN,C.,Burek
10.1094/PDIS-04-22-0916-PDN,J.,Byrne
10.1111/ctr.13587,Jay A.,Fishman
10.1111/ctr.13587,Hayley,Gans
10.1111/ctr.13587,Unknown,Unknown
10.3390/jof9060602,Dora,Pungan
10.3390/jof9060602,Jia,Fan
10.3390/jof9060602,Guixiang,Dai
10.3390/jof9060602,Mst Shamima,Khatun
10.3390/jof9060602,Monika L.,Dietrich
10.3390/jof9060602,Kevin J.,Zwezdaryk
10.3390/jof9060602,James E.,Robinson
10.3390/jof9060602,Samuel J.,Landry
10.3390/jof9060602,Jay K.,Kolls
10.3390/jof8080799,Spenser J.,Babb-Biernacki
10.3390/jof8080799,Jacob A.,Esselstyn
10.3390/jof8080799,Vinson P.,Doyle
10.1128/mSphere.00488-19,Taylor,Eddens
10.1128/mSphere.00488-19,Waleed,Elsegeiny
10.1128/mSphere.00488-19,David,Ricks
10.1128/mSphere.00488-19,Meagan,Goodwin
10.1128/mSphere.00488-19,William T.,Horne
10.1128/mSphere.00488-19,Mingquan,Zheng
10.1128/mSphere.00488-19,Jay K.,Kolls
10.3390/jof8020136,Robert F.,Miller
10.3390/jof8020136,Kieran R.,Daly
10.3390/jof8020136,Peter D.,Walzer
10.3390/jof8020136,Ana V.,Ulloa
10.3390/jof8020136,Carolina A.,Ponce
10.3390/jof8020136,Sergio L.,Vargas
10.1016/j.cell.2022.09.015,Anders B.,Dohlman
10.1016/j.cell.2022.09.015,Jared,Klug
10.1016/j.cell.2022.09.015,Marissa,Mesko
10.1016/j.cell.2022.09.015,Iris H.,Gao
10.1016/j.cell.2022.09.015,Steven M.,Lipkin
10.1016/j.cell.2022.09.015,Xiling,Shen
10.1016/j.cell.2022.09.015,Iliyan D.,Iliev
10.1093/cid/ciac882,Patrick B,Mazi
10.1093/cid/ciac882,John M,Sahrmann
10.1093/cid/ciac882,Margaret A,Olsen
10.1093/cid/ciac882,Ariella,Coler-Reilly
10.1093/cid/ciac882,Adriana M,Rauseo
10.1093/cid/ciac882,Matthew,Pullen
10.1093/cid/ciac882,Julio C,Zuniga-Moya
10.1093/cid/ciac882,William G,Powderly
10.1093/cid/ciac882,Andrej,Spec
10.1002/cpmc.132,Gregory C.,Kujoth
10.1002/cpmc.132,Thomas D.,Sullivan
10.1002/cpmc.132,Bruce S.,Klein
10.1016/j.eucr.2023.102489,Tyler A.,Wittmann
10.1016/j.eucr.2023.102489,Brendan T.,Waldoch
10.1016/j.eucr.2023.102489,Carley M.,Davis
10.1093/ofid/ofac609,Gayathri,Krishnan
10.1093/ofid/ofac609,Margaret,Power
10.1093/ofid/ofac609,J Ryan,Bariola
10.1093/ofid/ofac609,Ryan,Dare
10.1128/msphere.00370-23,Bastian,Joehnk
10.1128/msphere.00370-23,Nebat,Ali
10.1128/msphere.00370-23,Mark,Voorhies
10.1128/msphere.00370-23,Keith,Walcott
10.1128/msphere.00370-23,Anita,Sil
10.1128/mbio.03773-21,Stephanie C.,Ray
10.1128/mbio.03773-21,Chad A.,Rappleye
10.1128/mSphere.00742-20,Grant S.,Jones
10.1128/mSphere.00742-20,Victoria E.,Sepúlveda
10.1128/mSphere.00742-20,William E.,Goldman
10.1128/mbio.02574-21,Mark,Voorhies
10.1128/mbio.02574-21,Shirli,Cohen
10.1128/mbio.02574-21,Terrance P.,Shea
10.1128/mbio.02574-21,Semar,Petrus
10.1128/mbio.02574-21,José F.,Muñoz
10.1128/mbio.02574-21,Shane,Poplawski
10.1128/mbio.02574-21,William E.,Goldman
10.1128/mbio.02574-21,Todd P.,Michael
10.1128/mbio.02574-21,Christina A.,Cuomo
10.1128/mbio.02574-21,Anita,Sil
10.1128/mbio.02574-21,Sinem,Beyhan
10.1177/1098612X19846987,Karen A,Moriello
10.1177/1098612X19846987,Rebecca,Stuntebeck
10.1177/1098612X19846987,Laura,Mullen
10.3389/fcimb.2020.545913,Nicole,Parrish
10.3389/fcimb.2020.545913,Stefanie L.,Fisher
10.3389/fcimb.2020.545913,Ashlea,Gartling
10.3389/fcimb.2020.545913,David,Craig
10.3389/fcimb.2020.545913,Nicholas,Boire
10.3389/fcimb.2020.545913,Joshua,Khuvis
10.3389/fcimb.2020.545913,Stefan,Riedel
10.3389/fcimb.2020.545913,Sean,Zhang
10.7759/cureus.21210,Philip R,Cohen
10.7759/cureus.21210,Christopher S,Crowley
10.7759/cureus.21210,Christof P,Erickson
10.7759/cureus.21210,Antoanella,Calame
10.1007/s11046-021-00567-9,Jia,Liu
10.1007/s11046-021-00567-9,Liyu,Ge
10.1007/s11046-021-00567-9,Huan,Mei
10.1007/s11046-021-00567-9,Hailin,Zheng
10.1007/s11046-021-00567-9,Jingwen,Peng
10.1007/s11046-021-00567-9,Guanzhao,Liang
10.1007/s11046-021-00567-9,Weida,Liu
10.1016/j.funbio.2021.12.002,Marileide M.,Costa
10.1016/j.funbio.2021.12.002,Amgad A.,Saleh
10.1016/j.funbio.2021.12.002,Maruzanete P.,Melo
10.1016/j.funbio.2021.12.002,Elaine Aparecida,Guimarães
10.1016/j.funbio.2021.12.002,J. Peter,Esele
10.1016/j.funbio.2021.12.002,Kurt A.,Zeller
10.1016/j.funbio.2021.12.002,Brett A.,Summerell
10.1016/j.funbio.2021.12.002,Ludwig H.,Pfenning
10.1016/j.funbio.2021.12.002,John F.,Leslie
10.1094/PDIS-06-20-1376-RE,Brian,Mueller
10.1094/PDIS-06-20-1376-RE,Carol L.,Groves
10.1094/PDIS-06-20-1376-RE,Damon L.,Smith
10.1094/PDIS-09-21-2105-SR,Terry J.,Torres-Cruz
10.1094/PDIS-09-21-2105-SR,Briana K.,Whitaker
10.1094/PDIS-09-21-2105-SR,Robert H.,Proctor
10.1094/PDIS-09-21-2105-SR,Kirk,Broders
10.1094/PDIS-09-21-2105-SR,Imane,Laraba
10.1094/PDIS-09-21-2105-SR,Hye-Seon,Kim
10.1094/PDIS-09-21-2105-SR,Daren W.,Brown
10.1094/PDIS-09-21-2105-SR,Kerry,O’Donnell
10.1094/PDIS-09-21-2105-SR,Tania L.,Estrada-Rodríguez
10.1094/PDIS-09-21-2105-SR,Yong-Hwan,Lee
10.1094/PDIS-09-21-2105-SR,Kyeongchae,Cheong
10.1094/PDIS-09-21-2105-SR,Emma C.,Wallace
10.1094/PDIS-09-21-2105-SR,Chyanna T.,McGee
10.1094/PDIS-09-21-2105-SR,Seogchan,Kang
10.1094/PDIS-09-21-2105-SR,David M.,Geiser
10.1080/00275514.2020.1816387,D.,Goffre
10.1080/00275514.2020.1816387,A. B.,Jensen
10.1080/00275514.2020.1816387,C. C.,Lopez Lastra
10.1080/00275514.2020.1816387,R. A.,Humber
10.1080/00275514.2020.1816387,P. J.,Folgarait
10.3389/fvets.2021.633695,Jared A.,Jaffey
10.3389/fvets.2021.633695,Eric T.,Hostnik
10.3389/fvets.2021.633695,Aline Rodrigues,Hoffman
10.3389/fvets.2021.633695,Maureen,Jay
10.3389/fvets.2021.633695,Sylvia H.,Ferguson
10.3389/fvets.2021.633695,Nathan P.,Wiederhold
10.3389/fvets.2021.799641,Brittany L.,Rasche
10.3389/fvets.2021.799641,Samuel M.,Tucker
10.3389/fvets.2021.799641,Keith,Linder
10.3389/fvets.2021.799641,Tara M.,Harrison
10.3389/fvets.2021.799641,Tatiane Terumi,Negrão Watanabe
10.1128/mbio.03272-21,Tamires A.,Bitencourt
10.1128/mbio.03272-21,Otavio,Hatanaka
10.1128/mbio.03272-21,Andre M.,Pessoni
10.1128/mbio.03272-21,Mateus S.,Freitas
10.1128/mbio.03272-21,Gabriel,Trentin
10.1128/mbio.03272-21,Patrick,Santos
10.1128/mbio.03272-21,Antonio,Rossi
10.1128/mbio.03272-21,Nilce M.,Martinez-Rossi
10.1128/mbio.03272-21,Lysangela L.,Alves
10.1128/mbio.03272-21,Arturo,Casadevall
10.1128/mbio.03272-21,Marcio L.,Rodrigues
10.1128/mbio.03272-21,Fausto,Almeida
10.1097/DAD.0000000000002601,Madeline,Brown
10.1097/DAD.0000000000002601,Albert E.,Zhou
10.1097/DAD.0000000000002601,David F.,Jaffe
10.1097/DAD.0000000000002601,Richard G.,Pfau
10.1172/jci.insight.159491,Amy P.,Hsu
10.1172/jci.insight.159491,Agnieszka,Korzeniowska
10.1172/jci.insight.159491,Cynthia C.,Aguilar
10.1172/jci.insight.159491,Jingwen,Gu
10.1172/jci.insight.159491,Eric,Karlins
10.1172/jci.insight.159491,Andrew J.,Oler
10.1172/jci.insight.159491,Gang,Chen
10.1172/jci.insight.159491,Glennys V.,Reynoso
10.1172/jci.insight.159491,Joie,Davis
10.1172/jci.insight.159491,Alexandria,Chaput
10.1172/jci.insight.159491,Tao,Peng
10.1172/jci.insight.159491,Ling,Sun
10.1172/jci.insight.159491,Justin B.,Lack
10.1172/jci.insight.159491,Derek J.,Bays
10.1172/jci.insight.159491,Ethan R.,Stewart
10.1172/jci.insight.159491,Sarah E.,Waldman
10.1172/jci.insight.159491,Daniel A.,Powell
10.1172/jci.insight.159491,Fariba M.,Donovan
10.1172/jci.insight.159491,Jigar V.,Desai
10.1172/jci.insight.159491,Nima,Pouladi
10.1172/jci.insight.159491,Debra A.,Long Priel
10.1172/jci.insight.159491,Daisuke,Yamanaka
10.1172/jci.insight.159491,Sergio D.,Rosenzweig
10.1172/jci.insight.159491,Julie E.,Niemela
10.1172/jci.insight.159491,Jennifer,Stoddard
10.1172/jci.insight.159491,Alexandra F.,Freeman
10.1172/jci.insight.159491,Christa S.,Zerbe
10.1172/jci.insight.159491,Douglas B.,Kuhns
10.1172/jci.insight.159491,Yves A.,Lussier
10.1172/jci.insight.159491,Kenneth N.,Olivier
10.1172/jci.insight.159491,Richard C.,Boucher
10.1172/jci.insight.159491,Heather D.,Hickman
10.1172/jci.insight.159491,Jeffrey,Frelinger
10.1172/jci.insight.159491,Joshua,Fierer
10.1172/jci.insight.159491,Lisa F.,Shubitz
10.1172/jci.insight.159491,Thomas L.,Leto
10.1172/jci.insight.159491,George R.,Thompson
10.1172/jci.insight.159491,John N.,Galgiani
10.1172/jci.insight.159491,Michail S.,Lionakis
10.1172/jci.insight.159491,Steven M.,Holland
10.1093/g3journal/jkab132,Marcus,de Melo Teixeira
10.1093/g3journal/jkab132,B Franz,Lang
10.1093/g3journal/jkab132,Daniel R,Matute
10.1093/g3journal/jkab132,Jason E,Stajich
10.1093/g3journal/jkab132,Bridget M,Barker
10.1016/j.funbio.2019.06.007,Stephen W.,Peterson
10.1016/j.funbio.2019.06.007,Željko,Jurjević
10.1177/03009858221075589,Rebecca L.,Bacon
10.1177/03009858221075589,Stephanie A.,Lovell
10.1177/03009858221075589,Aline,Rodrigues Hoffman
10.1177/03009858221075589,Alycia P.,Fratzke
10.7759/cureus.38896,Waleed,Ali
10.7759/cureus.38896,Bradley,Casey
10.7759/cureus.38896,Ilya,Al Salman
10.7759/cureus.38896,Haitham,Mazek
10.7759/cureus.38896,Rahel,Alemu
10.7759/cureus.38896,Usman,Younus
10.1093/ajcp/aqab070,Mia S,DeSimone
10.1093/ajcp/aqab070,Jessica W,Crothers
10.1093/ajcp/aqab070,Isaac H,Solomon
10.1093/ajcp/aqab070,Alvaro C,Laga
10.1016/j.jpra.2021.10.010,Caroline,Koan
10.1016/j.jpra.2021.10.010,Rose J.,Venegas
10.1016/j.jpra.2021.10.010,Richard A.,Murphy
10.1016/j.chom.2019.01.007,Jose J.,Limon
10.1016/j.chom.2019.01.007,Jie,Tang
10.1016/j.chom.2019.01.007,Dalin,Li
10.1016/j.chom.2019.01.007,Andrea J.,Wolf
10.1016/j.chom.2019.01.007,Kathrin S.,Michelsen
10.1016/j.chom.2019.01.007,Vince,Funari
10.1016/j.chom.2019.01.007,Matthew,Gargus
10.1016/j.chom.2019.01.007,Christopher,Nguyen
10.1016/j.chom.2019.01.007,Purnima,Sharma
10.1016/j.chom.2019.01.007,Viviana I.,Maymi
10.1016/j.chom.2019.01.007,Iliyan D.,Iliev
10.1016/j.chom.2019.01.007,Joseph H.,Skalski
10.1016/j.chom.2019.01.007,Jordan,Brown
10.1016/j.chom.2019.01.007,Carol,Landers
10.1016/j.chom.2019.01.007,James,Borneman
10.1016/j.chom.2019.01.007,Jonathan,Braun
10.1016/j.chom.2019.01.007,Stephan R.,Targan
10.1016/j.chom.2019.01.007,Dermot P.B.,McGovern
10.1016/j.chom.2019.01.007,David M.,Underhill
10.1111/bjd.21687,Khek-Chian,Tham
10.1111/bjd.21687,Rachel,Lefferdink
10.1111/bjd.21687,Kaibo,Duan
10.1111/bjd.21687,Seong Soo,Lim
10.1111/bjd.21687,X.F. Colin C.,Wong
10.1111/bjd.21687,Erin,Ibler
10.1111/bjd.21687,Benedict,Wu
10.1111/bjd.21687,Hajar,Abu-Zayed
10.1111/bjd.21687,Stephanie M.,Rangel
10.1111/bjd.21687,Ester,Del Duca
10.1111/bjd.21687,Mashkura,Chowdhury
10.1111/bjd.21687,Margot,Chima
10.1111/bjd.21687,Hee Jee,Kim
10.1111/bjd.21687,Bernett,Lee
10.1111/bjd.21687,Emma,Guttman-Yassky
10.1111/bjd.21687,Amy S.,Paller
10.1111/bjd.21687,John E. A.,Common
10.1002/JLB.2MA0820-259R,Andrea J,Wolf
10.1002/JLB.2MA0820-259R,Jose J,Limon
10.1002/JLB.2MA0820-259R,Christopher,Nguyen
10.1002/JLB.2MA0820-259R,Alexander,Prince
10.1002/JLB.2MA0820-259R,Anthony,Castro
10.1002/JLB.2MA0820-259R,David M,Underhill
